IsoCode;TypeOfFoodID;TypeOfNutritionalFactId;SupplyQuantity
TUR;13;1;1.7232
TKM;13;1;0.2263
UGA;13;1;5.5711
UKR;13;1;0.2965
ARE;13;1;3.7576
GBR;13;1;0.5105
TZA;13;1;4.8831
USA;13;1;0.4646
URY;13;1;0.4282
UZB;13;1;0
VUT;13;1;0
VEN;13;1;0.7341
VNM;13;1;0.4597
YEM;13;1;1.2121
ZMB;13;1;0.2981
ZWE;13;1;0.6214
AFG;14;1;0.1001
ALB;14;1;0
DZA;14;1;0.1195
AGO;14;1;0
ATG;14;1;0.3497
ARG;14;1;0.0309
ARM;14;1;0.0162
AUS;14;1;0.1057
AUT;14;1;0.1083
AZE;14;1;0.0161
BHS;14;1;0.2204
BGD;14;1;0.5009
BRB;14;1;0.2936
BLR;14;1;0.0152
BEL;14;1;0.0929
BLZ;14;1;0.0371
BEN;14;1;1.0163
BOL;14;1;0.085
BIH;14;1;1.0402
BWA;14;1;0.3419
BRA;14;1;0.0154
BGR;14;1;1.2202
BFA;14;1;0.0552
CPV;14;1;0.497
KHM;14;1;0.1415
CMR;14;1;0.6595
CAN;14;1;0.1432
CAF;14;1;0
TCD;14;1;0
CHL;14;1;0.0332
CHN;14;1;0.0837
COL;14;1;0.0808
COG;14;1;0
CRI;14;1;0.0829
CIV;14;1;0.2564
HRV;14;1;0.0649
CUB;14;1;0.0147
CYP;14;1;0.0765
CZE;14;1;0.0763
DNK;14;1;0.1921
DJI;14;1;0.2052
DMA;14;1;0.4755
DOM;14;1;0.0524
ECU;14;1;0.0386
EGY;14;1;0.1204
SLV;14;1;0.0188
EST;14;1;0.1541
SWZ;14;1;0.3326
ETH;14;1;0.5859
FJI;14;1;0.1192
FIN;14;1;0.045
FRA;14;1;0.0422
PYF;14;1;0.0171
GAB;14;1;0
GMB;14;1;0
GEO;14;1;0.0523
DEU;14;1;0.0984
GHA;14;1;0.5769
GRC;14;1;0.0596
GRD;14;1;0.6452
GTM;14;1;0.0589
GIN;14;1;0
GNB;14;1;0
GUY;14;1;0.5546
HTI;14;1;0
HND;14;1;0.0196
HUN;14;1;0.1522
ISL;14;1;0.1654
IND;14;1;0.5959
IDN;14;1;0.2594
IRN;14;1;0.1282
IRQ;14;1;0.0399
IRL;14;1;0.0807
ISR;14;1;0.0712
ITA;14;1;0.0142
JAM;14;1;0.8163
JPN;14;1;0.2039
JOR;14;1;0.0921
KAZ;14;1;0.0313
KEN;14;1;0.0235
KIR;14;1;0.0164
PRK;14;1;0
KOR;14;1;0.0594
KWT;14;1;0.3774
KGZ;14;1;0.0536
LAO;14;1;0.3446
LVA;14;1;0.0316
LBN;14;1;0.0868
LSO;14;1;0.1753
LBR;14;1;0
LTU;14;1;0.1608
LUX;14;1;0.1649
MDG;14;1;0.0788
MWI;14;1;0.0378
MYS;14;1;0.7219
MDV;14;1;0.6883
MLI;14;1;0.1197
MLT;14;1;0.0722
MRT;14;1;0
MUS;14;1;0.2878
MEX;14;1;0.23
MNG;14;1;0
MNE;14;1;0.0431
MAR;14;1;0.2219
MOZ;14;1;0
MMR;14;1;0.3702
NAM;14;1;0.2673
NPL;14;1;0.9069
NLD;14;1;0.1693
NCL;14;1;0.0909
NZL;14;1;0.1109
NIC;14;1;0
NER;14;1;0.1357
NGA;14;1;0.4059
MKD;14;1;0.3334
NOR;14;1;0.0591
OMN;14;1;0.5118
PAK;14;1;0.2793
PAN;14;1;0.0352
PRY;14;1;0.0183
PER;14;1;0.0361
PHL;14;1;0.0748
POL;14;1;0.0425
PRT;14;1;0.043
MDA;14;1;0.0209
ROU;14;1;0.3263
RUS;14;1;0.0298
RWA;14;1;0.0452
KNA;14;1;0.1789
LCA;14;1;0.3383
VCT;14;1;0.5912
WSM;14;1;0.1345
STP;14;1;0.0621
SAU;14;1;0.4069
SEN;14;1;0.1149
SRB;14;1;0.0535
SLE;14;1;0.1225
SVK;14;1;0.0903
SVN;14;1;0.1408
SLB;14;1;0.083
ZAF;14;1;0.0835
ESP;14;1;0.0153
LKA;14;1;0.8611
SDN;14;1;0.0822
SUR;14;1;0.0371
SWE;14;1;0.1242
CHE;14;1;0.0879
TWN;14;1;0.2016
TJK;14;1;0.0476
THA;14;1;1.0612
TLS;14;1;0.0701
TGO;14;1;0.1029
TTO;14;1;0.378
TUN;14;1;0.2452
TUR;14;1;0.2966
TKM;14;1;0
UGA;14;1;0.0233
UKR;14;1;0.0329
ARE;14;1;0.5941
GBR;14;1;0.1604
TZA;14;1;0.0626
USA;14;1;0.1062
URY;14;1;0.0317
UZB;14;1;0.0165
VUT;14;1;0.0953
VEN;14;1;0
VNM;14;1;0.4256
YEM;14;1;0.0485
ZMB;14;1;0.0745
ZWE;14;1;0.046
AFG;15;1;0.3252
ALB;15;1;1.2651
DZA;15;1;1.9262
AGO;15;1;12.6239
ATG;15;1;0.8434
ARG;15;1;1.4045
ARM;15;1;1.2508
AUS;15;1;1.3138
AUT;15;1;1.4622
AZE;15;1;2.2072
BHS;15;1;0.7103
BGD;15;1;1.9264
BRB;15;1;1.7095
BLR;15;1;4.9848
BEL;15;1;2.1895
BLZ;15;1;0.5005
BEN;15;1;14.4646
BOL;15;1;3.5472
BIH;15;1;2.264
BWA;15;1;2.6709
BRA;15;1;1.7854
BGR;15;1;0.9019
BFA;15;1;0.478
CPV;15;1;1.8887
KHM;15;1;1.6983
CMR;15;1;8.1213
CAN;15;1;1.5175
CAF;15;1;19.6759
TCD;15;1;3.1833
CHL;15;1;2.1421
CHN;15;1;1.4023
COL;15;1;2.7953
COG;15;1;17.7783
CRI;15;1;0.8129
CIV;15;1;15.5495
HRV;15;1;1.1351
CUB;15;1;3.4609
CYP;15;1;0.9943
CZE;15;1;1.7705
DNK;15;1;1.6553
DJI;15;1;0.5597
DMA;15;1;5.9783
DOM;15;1;1.3794
ECU;15;1;1.0242
EGY;15;1;1.2645
SLV;15;1;1.2026
EST;15;1;2.25
SWZ;15;1;2.8274
ETH;15;1;6.1198
FJI;15;1;4.3419
FIN;15;1;1.6931
FRA;15;1;1.321
PYF;15;1;1.9155
GAB;15;1;8.398
GMB;15;1;0.3543
GEO;15;1;1.4806
DEU;15;1;1.7717
GHA;15;1;19.6143
GRC;15;1;1.5203
GRD;15;1;1.1446
GTM;15;1;0.3532
GIN;15;1;6.7979
GNB;15;1;4.1065
GUY;15;1;1.3345
HTI;15;1;5.7057
HND;15;1;0.2938
HUN;15;1;1.339
ISL;15;1;1.0753
IND;15;1;1.1124
IDN;15;1;2.4728
IRN;15;1;1.6346
IRQ;15;1;0.339
IRL;15;1;1.7487
ISR;15;1;1.0255
ITA;15;1;0.9655
JAM;15;1;2.739
JPN;15;1;1.1123
JOR;15;1;0.8106
KAZ;15;1;2.9568
KEN;15;1;3.8615
KIR;15;1;3.6649
PRK;15;1;3.2012
KOR;15;1;0.564
KWT;15;1;1.2337
KGZ;15;1;3.092
LAO;15;1;2.4614
LVA;15;1;3.5821
LBN;15;1;1.4415
LSO;15;1;2.3011
LBR;15;1;8.0675
LTU;15;1;1.3306
LUX;15;1;1.2294
MDG;15;1;7.9874
MWI;15;1;11.4259
MYS;15;1;0.6875
MDV;15;1;0.8215
MLI;15;1;1.4532
MLT;15;1;1.127
MRT;15;1;0.3343
MUS;15;1;0.6235
MEX;15;1;0.506
MNG;15;1;1.2234
MNE;15;1;0.7039
MAR;15;1;1.4053
MOZ;15;1;14.1679
MMR;15;1;0.722
NAM;15;1;7.2368
NPL;15;1;2.7206
NLD;15;1;2.2626
NCL;15;1;1.2543
NZL;15;1;1.5524
NIC;15;1;0.856
NER;15;1;0.6979
NGA;15;1;12.259
MKD;15;1;1.8673
NOR;15;1;1.4334
OMN;15;1;0.8188
PAK;15;1;0.7091
PAN;15;1;0.6866
PRY;15;1;7.1181
PER;15;1;6.7895
PHL;15;1;1.6268
POL;15;1;2.6521
PRT;15;1;1.7617
MDA;15;1;1.754
ROU;15;1;2.5965
RUS;15;1;3.0646
RWA;15;1;16.5049
KNA;15;1;1.2522
LCA;15;1;1.2406
VCT;15;1;2.348
WSM;15;1;4.7395
STP;15;1;2.379
SAU;15;1;0.5321
SEN;15;1;1.1485
SRB;15;1;1.2482
SLE;15;1;7.0831
SVK;15;1;1.6974
SVN;15;1;1.5019
SLB;15;1;16.8845
ZAF;15;1;1.0519
ESP;15;1;1.5905
LKA;15;1;1.3203
SDN;15;1;0.8837
SUR;15;1;1.188
SWE;15;1;1.5373
CHE;15;1;1.0841
TWN;15;1;0.4536
TJK;15;1;1.379
THA;15;1;1.0612
TLS;15;1;2.4778
TGO;15;1;10.5599
TTO;15;1;1.1997
TUN;15;1;0.8654
TUR;15;1;1.2853
TKM;15;1;1.0097
UGA;15;1;8.7413
UKR;15;1;3.9697
ARE;15;1;0.3862
GBR;15;1;2.5817
TZA;15;1;7.5751
USA;15;1;1.2478
URY;15;1;1.586
UZB;15;1;1.6217
VUT;15;1;7.9093
VEN;15;1;1.3571
VNM;15;1;0.715
YEM;15;1;0.3152
ZMB;15;1;4.0994
ZWE;15;1;1.2888
AFG;16;1;0.075
ALB;16;1;0.2501
DZA;16;1;0.1493
AGO;16;1;0.0441
ATG;16;1;0.4937
ARG;16;1;0.2315
ARM;16;1;0.6985
AUS;16;1;0.5134
AUT;16;1;0.3656
AZE;16;1;0.3061
BHS;16;1;0.4164
BGD;16;1;0.0193
BRB;16;1;0.2936
BLR;16;1;0.3951
BEL;16;1;0.1194
BLZ;16;1;0.2966
BEN;16;1;0.0181
BOL;16;1;0.2761
BIH;16;1;0.8414
BWA;16;1;0.2564
BRA;16;1;0.1385
BGR;16;1;0.2122
BFA;16;1;0.0184
CPV;16;1;0.1789
KHM;16;1;0.0404
CMR;16;1;0.0377
CAN;16;1;0.2434
CAF;16;1;0.0853
TCD;16;1;0
CHL;16;1;0.1827
CHN;16;1;0.4762
COL;16;1;0.0969
COG;16;1;0.1299
CRI;16;1;0.2488
CIV;16;1;0.5311
HRV;16;1;1.2162
CUB;16;1;0.0587
CYP;16;1;1.0325
CZE;16;1;0.5037
DNK;16;1;0.8868
DJI;16;1;0.2052
DMA;16;1;0.5944
DOM;16;1;0.1746
ECU;16;1;0.0773
EGY;16;1;0.0452
SLV;16;1;0.1691
EST;16;1;1.125
SWZ;16;1;0.0416
ETH;16;1;0.0651
FJI;16;1;0.2384
FIN;16;1;0.5993
FRA;16;1;0.4356
PYF;16;1;0.667
GAB;16;1;0.1702
GMB;16;1;0.0787
GEO;16;1;0.8361
DEU;16;1;0.4218
GHA;16;1;0
GRC;16;1;0.4919
GRD;16;1;0.3122
GTM;16;1;0.1766
GIN;16;1;0.0894
GNB;16;1;0.0666
GUY;16;1;0.2773
HTI;16;1;0.2079
HND;16;1;0.2351
HUN;16;1;0.426
ISL;16;1;0.9374
IND;16;1;0.0199
IDN;16;1;0.1383
IRN;16;1;0.0481
IRQ;16;1;0.2592
IRL;16;1;0.7129
ISR;16;1;0.4985
ITA;16;1;0.1562
JAM;16;1;0.1633
JPN;16;1;0.4079
JOR;16;1;0.3316
KAZ;16;1;0.485
KEN;16;1;0.0706
KIR;16;1;0.0164
PRK;16;1;0
KOR;16;1;0.1187
KWT;16;1;0.6096
KGZ;16;1;0.6077
LAO;16;1;0.4102
LVA;16;1;0.9626
LBN;16;1;0.3821
LSO;16;1;0.0438
LBR;16;1;0.0469
LTU;16;1;0.234
LUX;16;1;2.009
MDG;16;1;0.0788
MWI;16;1;0.0189
MYS;16;1;0.0172
MDV;16;1;0.6439
MLI;16;1;0.0171
MLT;16;1;1.127
MRT;16;1;0.1056
MUS;16;1;0.3997
MEX;16;1;0.0767
MNG;16;1;0.7804
MNE;16;1;1.2355
MAR;16;1;0.0888
MOZ;16;1;0.0434
MMR;16;1;0.074
NAM;16;1;0.2056
NPL;16;1;0.0698
NLD;16;1;0.1231
NCL;16;1;0.7635
NZL;16;1;0.1267
NIC;16;1;0.1141
NER;16;1;0.0194
NGA;16;1;0.0203
MKD;16;1;0.7669
NOR;16;1;0.9901
OMN;16;1;0.3753
PAK;16;1;0.1289
PAN;16;1;0.3521
PRY;16;1;0.4745
PER;16;1;0.1806
PHL;16;1;0.2244
POL;16;1;0.0851
PRT;16;1;0.7161
MDA;16;1;0.3132
ROU;16;1;0.3831
RUS;16;1;0.2083
RWA;16;1;0.0226
KNA;16;1;0.0994
LCA;16;1;0.3571
VCT;16;1;0.5405
WSM;16;1;0.2857
STP;16;1;0.0207
SAU;16;1;0.5008
SEN;16;1;0.0957
SRB;16;1;0.5884
SLE;16;1;0.0408
SVK;16;1;0.5959
SVN;16;1;1.1264
SLB;16;1;0.2282
ZAF;16;1;0.1169
ESP;16;1;0.3517
LKA;16;1;0.0957
SDN;16;1;0.0617
SUR;16;1;0.3156
SWE;16;1;0.3261
CHE;16;1;0.2051
TWN;16;1;0.2688
TJK;16;1;0.3566
THA;16;1;0.0707
TLS;16;1;0.3039
TGO;16;1;0.0618
TTO;16;1;0.1808
TUN;16;1;0.1587
TUR;16;1;0.0989
TKM;16;1;0.4178
UGA;16;1;0.0233
UKR;16;1;0.1812
ARE;16;1;0.104
GBR;16;1;0.7585
TZA;16;1;0.0209
USA;16;1;0.292
URY;16;1;0.4758
UZB;16;1;0.0662
VUT;16;1;0.1144
VEN;16;1;0.0667
VNM;16;1;0.1021
YEM;16;1;0.1212
ZMB;16;1;0.0248
ZWE;16;1;0.046
AFG;17;1;0
ALB;17;1;0
DZA;17;1;0
AGO;17;1;0
ATG;17;1;0
ARG;17;1;0
ARM;17;1;0
AUS;17;1;0
AUT;17;1;0
AZE;17;1;0
BHS;17;1;0
BGD;17;1;0.0193
BRB;17;1;0
BLR;17;1;0
BEL;17;1;0
BLZ;17;1;0
BEN;17;1;0
BOL;17;1;0
BIH;17;1;0
BWA;17;1;0
BRA;17;1;0.1847
BGR;17;1;0
BFA;17;1;0
CPV;17;1;0
KHM;17;1;0.1415
CMR;17;1;0
CAN;17;1;0
CAF;17;1;0
TCD;17;1;0
CHL;17;1;0
CHN;17;1;0.0052
COL;17;1;0.0162
COG;17;1;0
CRI;17;1;0
CIV;17;1;0
HRV;17;1;0
CUB;17;1;0
CYP;17;1;0
CZE;17;1;0
DNK;17;1;0
DJI;17;1;0
DMA;17;1;0
DOM;17;1;0
ECU;17;1;0
EGY;17;1;0.3462
SLV;17;1;0
EST;17;1;0
SWZ;17;1;0
ETH;17;1;0
FJI;17;1;0
FIN;17;1;0
FRA;17;1;0
PYF;17;1;0.1368
GAB;17;1;0.0189
GMB;17;1;0
GEO;17;1;0
DEU;17;1;0
GHA;17;1;0.0659
GRC;17;1;0
GRD;17;1;0
GTM;17;1;0
GIN;17;1;0
GNB;17;1;0
GUY;17;1;0
HTI;17;1;0
HND;17;1;0
HUN;17;1;0
ISL;17;1;0
IND;17;1;0
IDN;17;1;0
IRN;17;1;0
IRQ;17;1;0
IRL;17;1;0
ISR;17;1;0
ITA;17;1;0
JAM;17;1;0
JPN;17;1;0.0927
JOR;17;1;0
KAZ;17;1;0
KEN;17;1;0
KIR;17;1;0
PRK;17;1;0
KOR;17;1;0
KWT;17;1;0
KGZ;17;1;0
LAO;17;1;0.4431
LVA;17;1;0
LBN;17;1;0
LSO;17;1;0
LBR;17;1;0.1642
LTU;17;1;0
LUX;17;1;0
MDG;17;1;0.1051
MWI;17;1;0
MYS;17;1;0
MDV;17;1;0.0444
MLI;17;1;0
MLT;17;1;0
MRT;17;1;0
MUS;17;1;0
MEX;17;1;0
MNG;17;1;0
MNE;17;1;0
MAR;17;1;0
MOZ;17;1;0
MMR;17;1;0
NAM;17;1;0
NPL;17;1;0.593
NLD;17;1;0
NCL;17;1;0
NZL;17;1;0
NIC;17;1;0
NER;17;1;0
NGA;17;1;0
MKD;17;1;0
NOR;17;1;0
OMN;17;1;0
PAK;17;1;0.2793
PAN;17;1;0
PRY;17;1;0
PER;17;1;0
PHL;17;1;0
POL;17;1;0
PRT;17;1;0
MDA;17;1;0
ROU;17;1;0
RUS;17;1;0
RWA;17;1;0
KNA;17;1;0
LCA;17;1;0
VCT;17;1;0
WSM;17;1;0
STP;17;1;0
SAU;17;1;0
SEN;17;1;0
SRB;17;1;0
SLE;17;1;0
SVK;17;1;0
SVN;17;1;0
SLB;17;1;0
ZAF;17;1;0
ESP;17;1;0
LKA;17;1;0
SDN;17;1;0.1233
SUR;17;1;0.0557
SWE;17;1;0
CHE;17;1;0
TWN;17;1;0.0504
TJK;17;1;0
THA;17;1;0
TLS;17;1;0
TGO;17;1;0
TTO;17;1;0
TUN;17;1;0
TUR;17;1;0
TKM;17;1;0
UGA;17;1;0
UKR;17;1;0
ARE;17;1;0
GBR;17;1;0
TZA;17;1;0
USA;17;1;0
URY;17;1;0
UZB;17;1;0
VUT;17;1;0
VEN;17;1;0
VNM;17;1;0.1532
YEM;17;1;0
ZMB;17;1;0
ZWE;17;1;0
AFG;18;1;2.2261
ALB;18;1;3.4422
DZA;18;1;3.9869
AGO;18;1;2.7539
ATG;18;1;5.8218
ARG;18;1;7.0536
ARM;18;1;5.2956
AUS;18;1;5.7989
AUT;18;1;6.2551
AZE;18;1;3.4155
BHS;18;1;8.6701
BGD;18;1;1.4255
BRB;18;1;8.0815
BLR;18;1;4.6049
BEL;18;1;6.8073
BLZ;18;1;7.6367
BEN;18;1;1.4338
BOL;18;1;5.6924
BIH;18;1;3.0289
BWA;18;1;5.9402
BRA;18;1;6.326
BGR;18;1;4.6508
BFA;18;1;1.765
CPV;18;1;3.6183
KHM;18;1;4.1852
CMR;18;1;1.6017
CAN;18;1;6.199
CAF;18;1;1.706
TCD;18;1;2.0823
CHL;18;1;7.6387
CHN;18;1;3.3436
COL;18;1;9.5492
COG;18;1;3.5513
CRI;18;1;8.4107
CIV;18;1;1.63
HRV;18;1;7.4753
CUB;18;1;7.5964
CYP;18;1;4.4933
CZE;18;1;6.1661
DNK;18;1;7.1386
DJI;18;1;6.1754
DMA;18;1;6.9633
DOM;18;1;5.413
ECU;18;1;3.6908
EGY;18;1;4.0644
SLV;18;1;7.1965
EST;18;1;3.7756
SWZ;18;1;6.7152
ETH;18;1;1.8663
FJI;18;1;5.9254
FIN;18;1;4.525
FRA;18;1;5.5509
PYF;18;1;3.5574
GAB;18;1;2.7237
GMB;18;1;5.5895
GEO;18;1;6.6539
DEU;18;1;6.482
GHA;18;1;1.9779
GRC;18;1;4.2629
GRD;18;1;7.9084
GTM;18;1;9.3995
GIN;18;1;2.2182
GNB;18;1;0.6881
GUY;18;1;5.5459
HTI;18;1;4.0425
HND;18;1;8.5406
HUN;18;1;5.3408
ISL;18;1;5.3212
IND;18;1;3.5757
IDN;18;1;3.4584
IRN;18;1;4.5513
IRQ;18;1;4.7059
IRL;18;1;6.0533
ISR;18;1;3.6177
ITA;18;1;4.4299
JAM;18;1;9.269
JPN;18;1;4.4679
JOR;18;1;6.9823
KAZ;18;1;4.1302
KEN;18;1;3.6732
KIR;18;1;7.9188
PRK;18;1;0.8619
KOR;18;1;5.2983
KWT;18;1;6.1393
KGZ;18;1;4.3968
LAO;18;1;1.5425
LVA;18;1;4.0713
LBN;18;1;6.6342
LSO;18;1;2.7175
LBR;18;1;1.4775
LTU;18;1;6.1705
LUX;18;1;4.048
MDG;18;1;2.207
MWI;18;1;1.5297
MYS;18;1;7.0299
MDV;18;1;5.373
MLI;18;1;1.7781
MLT;18;1;7.5278
MRT;18;1;6.3512
MUS;18;1;4.6203
MEX;18;1;6.9917
MNG;18;1;2.9319
MNE;18;1;4.7694
MAR;18;1;5.4142
MOZ;18;1;2.148
MMR;18;1;3.5542
NAM;18;1;5.7155
NPL;18;1;0.9069
NLD;18;1;6.5877
NCL;18;1;4.272
NZL;18;1;8.8706
NIC;18;1;7.8181
NER;18;1;0.6786
NGA;18;1;1.6034
MKD;18;1;6.3021
NOR;18;1;4.1673
OMN;18;1;4.5036
PAK;18;1;5.2213
PAN;18;1;6.1972
PRY;18;1;5.0192
PER;18;1;4.2615
PHL;18;1;4.0763
POL;18;1;6.2544
PRT;18;1;3.6236
MDA;18;1;4.6356
ROU;18;1;4.0153
RUS;18;1;6.8432
RWA;18;1;1.4224
KNA;18;1;6.778
LCA;18;1;7.4436
VCT;18;1;7.027
WSM;18;1;4.1849
STP;18;1;3.2685
SAU;18;1;4.6479
SEN;18;1;3.2351
SRB;18;1;5.2247
SLE;18;1;1.0206
SVK;18;1;4.1712
SVN;18;1;3.4731
SLB;18;1;1.7424
ZAF;18;1;5.6938
ESP;18;1;4.8173
LKA;18;1;5.377
SDN;18;1;6.3296
SUR;18;1;7.5924
SWE;18;1;5.264
CHE;18;1;7.8963
TWN;18;1;4.8715
TJK;18;1;3.8992
THA;18;1;7.729
TLS;18;1;2.5245
TGO;18;1;2.8201
TTO;18;1;9.1537
TUN;18;1;5.0483
TUR;18;1;4.3644
TKM;18;1;1.3057
UGA;18;1;2.6573
UKR;18;1;6.7699
ARE;18;1;5.4953
GBR;18;1;5.3092
TZA;18;1;2.4207
USA;18;1;8.0048
URY;18;1;7.3751
UZB;18;1;1.7045
VUT;18;1;2.4204
VEN;18;1;7.7864
VNM;18;1;2.094
YEM;18;1;7.0303
ZMB;18;1;2.559
ZWE;18;1;5.0403
AFG;19;1;0.1251
ALB;19;1;0.3972
DZA;19;1;0.224
AGO;19;1;0
ATG;19;1;0.0823
ARG;19;1;0.0463
ARM;19;1;0.3086
AUS;19;1;0.8457
AUT;19;1;0.4197
AZE;19;1;0.4511
BHS;19;1;0.1714
BGD;19;1;0.1156
BRB;19;1;0.2763
BLR;19;1;0.4255
BEL;19;1;0.5573
BLZ;19;1;0.1297
BEN;19;1;0.5082
BOL;19;1;0.7859
BIH;19;1;0.2601
BWA;19;1;0.0427
BRA;19;1;0.077
BGR;19;1;0.1415
BFA;19;1;0.0735
CPV;19;1;0.0596
KHM;19;1;0.0404
CMR;19;1;0.3203
CAN;19;1;0.587
CAF;19;1;0
TCD;19;1;0
CHL;19;1;0.2325
CHN;19;1;0.7797
COL;19;1;0.1777
COG;19;1;0
CRI;19;1;0.1327
CIV;19;1;0.8425
HRV;19;1;0.2757
CUB;19;1;0
CYP;19;1;0.4015
CZE;19;1;0.1984
DNK;19;1;0.5025
DJI;19;1;0.0933
DMA;19;1;0.017
DOM;19;1;0.0349
ECU;19;1;0.0386
EGY;19;1;0.0602
SLV;19;1;0.0376
EST;19;1;0.4469
SWZ;19;1;0.1247
ETH;19;1;0.0868
FJI;19;1;0.0511
FIN;19;1;0.2397
FRA;19;1;0.4216
PYF;19;1;0.1539
GAB;19;1;0.0189
GMB;19;1;0.0787
GEO;19;1;0.2961
DEU;19;1;0.7593
GHA;19;1;0.0989
GRC;19;1;1.0434
GRD;19;1;0.0416
GTM;19;1;0.2159
GIN;19;1;0
GNB;19;1;1.1543
GUY;19;1;0.2253
HTI;19;1;0
HND;19;1;0.0392
HUN;19;1;0.0304
ISL;19;1;0.2481
IND;19;1;0.1986
IDN;19;1;0.0865
IRN;19;1;1.2821
IRQ;19;1;0.1994
IRL;19;1;0.3497
ISR;19;1;0.6552
ITA;19;1;0.7099
JAM;19;1;0.0363
JPN;19;1;0.241
JOR;19;1;0.35
KAZ;19;1;0.3442
KEN;19;1;0.1413
KIR;19;1;0.2945
PRK;19;1;0.0492
KOR;19;1;0.4749
KWT;19;1;0.4209
KGZ;19;1;0.3932
LAO;19;1;0.0164
LVA;19;1;0.3787
LBN;19;1;1.0247
LSO;19;1;0
LBR;19;1;0.1173
LTU;19;1;0.3217
LUX;19;1;0.075
MDG;19;1;0.0263
MWI;19;1;0.0378
MYS;19;1;0.1375
MDV;19;1;1.421
MLI;19;1;0.359
MLT;19;1;0.4479
MRT;19;1;0
MUS;19;1;0.0959
MEX;19;1;0.23
MNG;19;1;0.0422
MNE;19;1;0.3591
MAR;19;1;0.429
MOZ;19;1;0.1736
MMR;19;1;0.4258
NAM;19;1;0.0411
NPL;19;1;0.1744
NLD;19;1;0.6772
NCL;19;1;0.1272
NZL;19;1;0.5544
NIC;19;1;0
NER;19;1;0
NGA;19;1;0.1827
MKD;19;1;0.4335
NOR;19;1;0.4286
OMN;19;1;0.1876
PAK;19;1;0.1289
PAN;19;1;0.1408
PRY;19;1;0
PER;19;1;0.0542
PHL;19;1;0.187
POL;19;1;0.1702
PRT;19;1;0.401
MDA;19;1;0.0418
ROU;19;1;0.2554
RUS;19;1;0.0446
RWA;19;1;0
KNA;19;1;0.2186
LCA;19;1;0.188
VCT;19;1;0.1351
WSM;19;1;0.0336
STP;19;1;0
SAU;19;1;0.266
SEN;19;1;0.1149
SRB;19;1;0.2853
SLE;19;1;0.2041
SVK;19;1;0.2709
SVN;19;1;0.6414
SLB;19;1;0.0622
ZAF;19;1;0.0334
ESP;19;1;0.7035
LKA;19;1;0.1722
SDN;19;1;0
SUR;19;1;0.0557
SWE;19;1;0.4503
CHE;19;1;0.9522
TWN;19;1;0.7055
TJK;19;1;0.1189
THA;19;1;0.1061
TLS;19;1;0
TGO;19;1;0
TTO;19;1;0.1972
TUN;19;1;0.7356
TUR;19;1;1.0734
TKM;19;1;0.0696
UGA;19;1;0
UKR;19;1;0.2141
ARE;19;1;1.1585
GBR;19;1;0.3209
TZA;19;1;0.0835
USA;19;1;0.4779
URY;19;1;0.0476
UZB;19;1;0.2151
VUT;19;1;0.0191
VEN;19;1;0
VNM;19;1;0.3575
YEM;19;1;0.0242
ZMB;19;1;0
ZWE;19;1;0.1151
AFG;20;1;45.2476
ALB;20;1;33.907
DZA;20;1;43.9749
AGO;20;1;45.3184
ATG;20;1;34.6225
ARG;20;1;34.99
ARM;20;1;37.167
AUS;20;1;34.3854
AUT;20;1;34.3894
AZE;20;1;41.8237
BHS;20;1;35.2437
BGD;20;1;47.6401
BRB;20;1;37.9209
BLR;20;1;37.7204
BEL;20;1;35.8413
BLZ;20;1;40.8526
BEN;20;1;47.5318
BOL;20;1;39.9533
BIH;20;1;40.9515
BWA;20;1;41.8803
BRA;20;1;36.8016
BGR;20;1;37.7188
BFA;20;1;47.1962
CPV;20;1;41.4712
KHM;20;1;45.9361
CMR;20;1;47.8236
CAN;20;1;37.2942
CAF;20;1;42.5931
TCD;20;1;43.0828
CHL;20;1;37.6453
CHN;20;1;33.8235
COL;20;1;41.1375
COG;20;1;45.0195
CRI;20;1;38.6695
CIV;20;1;47.8388
HRV;20;1;35.317
CUB;20;1;42.3962
CYP;20;1;37.1511
CZE;20;1;35.9737
DNK;20;1;32.2643
DJI;20;1;46.2873
DMA;20;1;39.0625
DOM;20;1;41.3305
ECU;20;1;40.2319
EGY;20;1;45.7926
SLV;20;1;41.9955
EST;20;1;34.6741
SWZ;20;1;44.4075
ETH;20;1;47.9601
FJI;20;1;41.512
FIN;20;1;30.7761
FRA;20;1;33.0101
PYF;20;1;34.941
GAB;20;1;42.8031
GMB;20;1;46.2704
GEO;20;1;41.1949
DEU;20;1;34.6316
GHA;20;1;47.8655
GRC;20;1;38.5303
GRD;20;1;37.7523
GTM;20;1;44.4662
GIN;20;1;47.585
GNB;20;1;46.1487
GUY;20;1;40.9879
HTI;20;1;46.2
HND;20;1;43.2517
HUN;20;1;33.9318
ISL;20;1;27.7089
IND;20;1;44.4378
IDN;20;1;46.6367
IRN;20;1;44.1506
IRQ;20;1;45.8225
IRL;20;1;35.9833
ISR;20;1;38.4133
ITA;20;1;37.4414
JAM;20;1;40.5405
JPN;20;1;39.8406
JOR;20;1;43.9204
KAZ;20;1;35.8886
KEN;20;1;44.1017
KIR;20;1;44.0609
PRK;20;1;46.9096
KOR;20;1;40.6649
KWT;20;1;40.8418
KGZ;20;1;39.0349
LAO;20;1;45.2248
LVA;20;1;34.5905
LBN;20;1;44.6162
LSO;20;1;46.3073
LBR;20;1;47.1857
